ID,NAME,DEVELOPER,LAT,LONG,SOURCE_ID,SOURCE_NAME,SOURCE_GEOLOC,RECORD_DATE,REGION,PROVINCE,CITY,BRGY,PSGC
486,Robinsons Place Tagum,Robinsons Land,7.429549,125.7976537,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Bucana,PH112402020
487,Robinsons Place Tuguegarao,Robinsons Land,17.6279675,121.7332444,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),CAGAYAN,TUGUEGARAO CITY (Capital),Leonarda,PH021529044
488,Robinsons Place Valencia,Robinsons Land,7.9343113,125.1002589,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 31 (Pob.),PH104305078
489,Robinsons Sta. Rosa,Robinsons Land,14.3192454,121.0966589,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Tagapo,PH043428023
490,Robinsons Starmills Pampanga,Robinsons Land,15.049575,120.6974506,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),PAMPANGA,CITY OF SAN FERNANDO (Capital),San Jose,PH035416027
491,Robinsons Tagaytay,Robinsons Land,14.097222,120.9422857,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,TAGAYTAY CITY,Maharlika West,PH042119011
492,Robinsons Town Mall Los Baños,Robinsons Land,14.1771871,121.2423852,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,LOS BAÑOS,Batong Malake,PH043411004
493,Robinsons Town Mall Malabon,Robinsons Land,14.6692927,120.9667637,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Fairview,PH137404041
494,Robinsons Townville Cabanatuan,Robinsons Land,15.4601249,120.950156,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CABANATUAN CITY,"Hermogenes C. Concepcion, Sr.",PH034903092
495,Robinsons Townville Pulilan,Robinsons Land,14.9012711,120.8661036,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,PULILAN,Cutcot,PH031418003
496,Robinsons Townville Regalado,"Robinsons Retail Holdings, Inc.",14.6958924,121.0672352,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Addition Hills,PH137401001
497,Royal Mall,,15.80990908,120.4574151,592231193,OpenStreetMap,OpenStreetMap,2/5/2020,REGION I (ILOCOS REGION),PANGASINAN,BAYAMBANG,Magsaysay,PH015511038
498,Ryan Mall,,18.3546681,121.6426635,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),CAGAYAN,APARRI,Centro 14 (Pob.),PH021505018
499,S Maison,,14.5319754,120.9805487,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Bangkal,PH137602001
500,S&R Cagayan de Oro,S&R Membership Shopping,8.5038844,124.626628,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG CITY,Santa Ana,PH137607012
501,S&R Cebu,S&R Membership Shopping,10.3184933,123.9310595,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",MALATE,Barangay 719,PH133910034
502,S&R Davao,S&R Membership Shopping,7.0624194,125.5923031,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Toril (Pob.),PH112402126
503,S&R Iloilo,S&R Membership Shopping,10.709686,122.5483342,,Wikipedia,Google Maps,16/02/2020,NEGROS ISLAND REGION (NIR),NEGROS OCCIDENTAL,BACOLOD CITY (Capital),Barangay 12 (Pob.),PH184501007
504,San Antonio Plaza,,14.5471891,121.0351351,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Forbes Park,PH137602008
505,San Carlos Town Center,,15.8989343,120.3204873,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,ROSALES,Carmen East,PH015531009
506,San Lorenzo Place Podium,,14.5424711,121.0187689,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Post Proper Northside,PH137602021
507,Santana Grove,,14.4572202,121.0360833,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Ugong,PH137403029
508,Santolan Town Plaza,Lopez Holdings,14.6041985,121.0339139,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Ugong,PH137403029
509,Savemore La Trinidad,,16.44475,120.591115,,Wikipedia,Google Maps,16/02/2020,CORDILLERA ADMINISTRATIVE REGION (CAR),BENGUET,BAGUIO CITY,Session Road Area,PH141102106
510,Savers Mall,,15.039851,120.679751,608wdtvd-d89b4f0c89224f7d801991072be0c717,Here WeGo,Here WeGo,5/2/2020,REGION III (CENTRAL LUZON),PAMPANGA,CITY OF SAN FERNANDO (Capital),Dolores,PH035416010
511,Seasons Mall,,14.407726,120.972298,608jx7ps-a406ec19ac860d0eddfda1f426cfcedc,Here WeGo,Here WeGo,5/2/2020,REGION IV-A (CALABARZON),CAVITE,BACOOR CITY,Molino II,PH042103045
512,Serendra Piazza,,14.549249,121.054142,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Paligsahan,PH137404075
513,Shangri-La Plaza,Shang Properties,14.5817664,121.0548896,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MAKATI,Post Proper Northside,PH137602021
514,Shaw Centermall,,14.5889354,121.0368738,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Pamplona Dos,PH137601013
515,Shop-O-Rama,,6.906132829,122.0756437,3719835,OpenStreetMap,OpenStreetMap,2/5/2020,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,Barangay Zone II (Pob.),PH097332062
516,Shoppes @ Victoria,,14.636004,121.027536,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Paligsahan,PH137404075
517,Shoppetown Center,,15.1456063,120.9776695,ChIJwUfw_sMdlzMRql_ZEFiodNM,Google Maps,Google Maps,5/2/2020,REGION III (CENTRAL LUZON),BULACAN,SAN MIGUEL,San Jose,PH031421044
518,Shopwise,,14.5627425,120.9895932,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CITY OF TALISAY,Bulacao,PH072250001
519,Silver City Automall,,14.5840351,121.0758607,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076
520,Sindalan Town Center,,15.0767232,120.6454383,ChIJK4LIIzXxljMRF_WuatU2brc,Google Maps,Google Maps,5/2/2020,REGION III (CENTRAL LUZON),PAMPANGA,CITY OF SAN FERNANDO (Capital),Sindalan,PH035416036
521,SM Aura Premier,SM Prime Holdings,14.546748,121.0545499,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Greater Lagro,PH137404141
522,SM by the Bay,,14.5345474,120.9792006,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,South Triangle,PH137404116
523,SM CDO Downtown Premier,SM Prime Holdings,8.4845038,124.6540313,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 27 (Pob.),PH104305022
524,SM Center Angono,SM Prime Holdings,14.5310282,121.1545373,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,ANGONO,San Isidro,PH045801009
525,SM Center Dagupan,SM Prime Holdings,16.0444079,120.3435966,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),ILOCOS SUR,CITY OF VIGAN (Capital),Barangay III (Pob.),PH012934005
526,SM Center Las Piñas,SM Prime Holdings,14.4488221,120.9807369,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Tunasan,PH137603008
527,SM Center Muntinlupa,SM Prime Holdings,14.3777032,121.0461685,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Ugong,PH137403029
528,SM Center Ormoc,SM Prime Holdings,11.0102979,124.6077557,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),EASTERN SAMAR,CITY OF BORONGAN (Capital),Songco,PH082604055
529,SM Center Pasig,SM Prime Holdings,14.5837191,121.0771816,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CALOOCAN CITY,Barangay 3,PH137501003
530,SM Center Pulilan,SM Prime Holdings,14.8988359,120.8697169,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,PULILAN,Santo Cristo,PH031418026
531,SM Center Sangandaan,SM Prime Holdings,14.6584184,120.9719319,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Bahay Toro,PH137404012
532,SM Cherry Shaw,SM Prime Holdings,14.5867462,121.0451273,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,B. F. Homes,PH137604007
533,SM City Bacolod,SM Prime Holdings,10.6707928,122.9426587,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),San Rafael,PH063022160
534,SM City Bacoor,SM Prime Holdings,14.4445862,120.9524395,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,BACOOR CITY,Habay II,PH042103034
535,SM City Baguio,SM Prime Holdings,16.4088814,120.5991997,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",BINONDO,Barangay 293,PH133902007
536,SM City Baliwag,SM Prime Holdings,14.9601687,120.8903531,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,BALIUAG,Pagala,PH031403010
537,SM City Batangas,SM Prime Holdings,13.7564674,121.06972,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),BATANGAS,BATANGAS CITY (Capital),Pallocan Kanluran,PH041005051
538,SM City BF Parañaque,SM Prime Holdings,14.4573702,121.0329205,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,Sun Valley,PH137604015
539,SM City Bicutan,SM Prime Holdings,14.4868608,121.0441409,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Santa Lucia,PH137403030
540,SM City Cabanatuan,SM Prime Holdings,15.4669191,120.9543785,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CABANATUAN CITY,"Hermogenes C. Concepcion, Sr.",PH034903092
541,SM City Cagayan de Oro,SM Prime Holdings,8.4558491,124.6234008,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Lapasan,PH104305053
542,SM City Calamba,SM Prime Holdings,14.2033017,121.1557385,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF CALAMBA,Real,PH043405049
543,SM City Cauayan,SM Prime Holdings,16.9372479,121.768729,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),ISABELA,CITY OF CAUAYAN,District II (Pob.),PH023108032
544,SM City Cebu,SM Prime Holdings,10.2816376,123.8815772,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CONSOLACION,Lamac,PH072219007
545,SM City Consolacion,SM Prime Holdings,10.380472,123.964477,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Mambaling,PH072217049
546,SM City Dasmariñas,SM Prime Holdings,14.3009887,120.9564501,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,CITY OF DASMARIÑAS,Sampaloc I,PH042106013
547,SM City Davao,SM Prime Holdings,7.0499381,125.5881289,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,San Antonio,PH112402192
548,SM City East Ortigas,SM Prime Holdings,14.5873242,121.1046393,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",ERMITA,Barangay 659,PH133908001
549,SM City Fairview,SM Prime Holdings,14.734161,121.0594852,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Bagong Pag-asa,PH137404009
550,SM City General Santos,SM Prime Holdings,6.1159635,125.1815646,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,CITY OF TACURONG,Poblacion,PH126511013
551,SM City Iloilo,SM Prime Holdings,10.7148485,122.5505932,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),Danao,PH063022042
552,SM City Legazpi,SM Prime Holdings,13.1436657,123.74436,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),ALBAY,LEGAZPI CITY (Capital),Bgy. 37 - Bitano (Pob.),PH050506035
553,SM City Lipa,SM Prime Holdings,13.954306,121.1633429,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),BATANGAS,LIPA CITY,Marauoy,PH041014030
554,SM City Lucena,SM Prime Holdings,13.940265,121.6245004,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),QUEZON,LUCENA CITY (Capital),Ibabang Dupay,PH045624020
555,SM City Manila,SM Prime Holdings,14.5898206,120.9829552,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MARIKINA,Calumpang,PH137402002
556,SM City Marikina,SM Prime Holdings,14.626124,121.083956,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,San Bartolome,PH137404097
557,SM City Marilao,SM Prime Holdings,14.7545648,120.956334,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,MARILAO,Ibayo,PH031411003
558,SM City Masinag,SM Prime Holdings,14.6251925,121.1206314,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,CITY OF ANTIPOLO,Mayamot,PH045802004
559,SM City Molino,SM Prime Holdings,14.3838627,120.9776368,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,BACOOR CITY,Molino IV,PH042103047
560,SM City Naga,SM Prime Holdings,13.6211327,123.1903499,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),CAMARINES SUR,NAGA CITY,Triangulo,PH051724032
561,SM City North EDSA,SM Prime Holdings,14.6566478,121.0314804,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",PASAY CITY,Barangay 76,PH137605076
562,SM City Novaliches,SM Prime Holdings,14.708228,121.0373958,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA CRUZ,Barangay 350,PH133905052
563,SM City Olongapo,SM Prime Holdings,14.8369564,120.282577,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),ZAMBALES,OLONGAPO CITY,East Tapinac,PH037107006
564,SM City Pampanga,SM Prime Holdings,15.0527583,120.6988153,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),PAMPANGA,MEXICO,Masamat,PH035413017
565,SM City Puerto Princesa,SM Prime Holdings,9.7435815,118.7395135,,Wikipedia,Google Maps,16/02/2020,REGION X (NORTHERN MINDANAO),MISAMIS ORIENTAL,CAGAYAN DE ORO CITY (Capital),Barangay 24 (Pob.),PH104305020
566,SM City Rosales,SM Prime Holdings,15.8793486,120.6024572,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,CITY OF URDANETA,Nancayasan,PH015546027
567,SM City Rosario,SM Prime Holdings,14.4092034,120.8573087,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,ROSARIO,Tejeros Convention,PH042117010
568,SM City San Fernando Downtown,SM Prime Holdings,15.0277567,120.6924435,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),PAMPANGA,CITY OF SAN FERNANDO (Capital),Santo Rosario (Pob.),PH035416021
569,SM City San Jose del Monte,SM Prime Holdings,14.7863112,121.0754074,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,CITY OF SAN JOSE DEL MONTE,Tungkong Mangga,PH031420011
570,SM City San Lazaro,SM Prime Holdings,14.6185596,120.9860535,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Doña Imelda,PH137404031
571,SM City San Pablo,SM Prime Holdings,14.0713979,121.3014135,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,SAN PABLO CITY,San Rafael,PH043424063
572,SM City Santa Rosa,SM Prime Holdings,14.3127607,121.0979554,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF SANTA ROSA,Tagapo,PH043428023
573,SM City Sorsogon,SM Prime Holdings,12.9767507,124.0186473,,Wikipedia,Google Maps,16/02/2020,REGION V (BICOL REGION),SORSOGON,CITY OF SORSOGON (Capital),Balogo (Sorsogon East District),PH056216003
574,SM City Sta. Mesa,SM Prime Holdings,14.6043613,121.018829,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF PARAÑAQUE,San Dionisio,PH137604004
575,SM City Sucat,SM Prime Holdings,14.4833635,120.9935582,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF VALENZUELA,Karuhatan,PH137504008
576,SM City Tarlac,SM Prime Holdings,15.4770107,120.5944589,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),TARLAC,CITY OF TARLAC (Capital),San Roque,PH036916073
577,SM City Taytay,SM Prime Holdings,14.5650706,121.1399045,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),RIZAL,TAYTAY,Dolores (Pob.),PH045813001
578,SM City Telabastagan,SM Prime Holdings,15.1215049,120.6012664,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),PAMPANGA,CITY OF SAN FERNANDO (Capital),Telabastagan,PH035416037
579,SM City Trece Martires,SM Prime Holdings,14.2820677,120.8657955,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),CAVITE,TRECE MARTIRES CITY (Capital),San Agustin (Pob.),PH042122006
580,SM City Tuguegarao,SM Prime Holdings,17.6127251,121.7235646,,Wikipedia,Google Maps,16/02/2020,REGION II (CAGAYAN VALLEY),CAGAYAN,TUGUEGARAO CITY (Capital),Ugac Sur,PH021529052
581,SM City Urdaneta Central,SM Prime Holdings,15.970942,120.5724212,,Wikipedia,Google Maps,16/02/2020,REGION I (ILOCOS REGION),PANGASINAN,DAGUPAN CITY,Herrero,PH015518013
582,SM City Valenzuela,SM Prime Holdings,14.6857584,120.9770462,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Alabang,PH137603001
583,SM Delgado,SM Prime Holdings,10.6985776,122.5673198,,Wikipedia,Google Maps,16/02/2020,REGION VI (WESTERN VISAYAS),ILOILO,ILOILO CITY (Capital),Abeto Mirasol Taft South (Quirino Abeto),PH063022178
584,SM Lanang Premier,SM Prime Holdings,7.098942,125.6310439,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Ma-a,PH112402061
585,SM Mall of Asia,SM Prime Holdings,14.5349838,120.9826825,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Wack-wack Greenhills,PH137401027
586,SM Megacenter Cabanatuan,SM Prime Holdings,15.4879417,120.9677671,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),NUEVA ECIJA,CABANATUAN CITY,San Roque Norte,PH034903074
587,SM Megamall,SM Prime Holdings,14.5851052,121.0569621,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF LAS PIÑAS,Almanza Uno,PH137601001
588,SM Savemore Tacloban,SMPH,11.2472344,125.0011808,,Wikipedia,Google Maps,16/02/2020,REGION VIII (EASTERN VISAYAS),LEYTE,ORMOC CITY,Barangay 24 (Pob.),PH083738037
589,SM Southmall,SM Prime Holdings,14.4332285,121.0107907,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Bagong Pag-asa,PH137404009
590,South Seas Mall,,7.2228755,124.2492758,,Wikipedia,Google Maps,16/02/2020,REGION XII (SOCCSKSARGEN),COTABATO CITY (Not a Province),COTABATO CITY,Poblacion V,PH129804015
591,South Station,Filinvest Land,14.4225731,121.0379884,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, THIRD DISTRICT (Not a Province)",CITY OF MALABON,Tañong (Pob.),PH137502018
592,South Town Centre,,10.2670841,123.8429336,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Wack-wack Greenhills,PH137401027
593,Southwoods Mall,Megaworld,14.3313062,121.0505038,,Wikipedia,Google Maps,16/02/2020,REGION IV-A (CALABARZON),LAGUNA,CITY OF BIÑAN,San Francisco (Halang),PH043403008
594,Spark Place,,14.6181508,121.0564935,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Santa Teresita,PH137404107
595,SR MALL,,6.9630231,122.1315838,ChIJ4aYKXHZDUDIRBOcsnyeNLyE,Google Maps,Google Maps,5/2/2020,REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA DEL SUR,ZAMBOANGA CITY,Pasobolong,PH097332102
596,St. Francis Square Mall,,14.5851618,121.0582702,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Ugong,PH137403029
597,Sta. Lucia East Grand Mall,Sta. Lucia Realty & Development Inc.,14.6195574,121.101363,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF PASIG,Dela Paz,PH137403006
598,Star J Mall,,14.6571333,120.951831,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",CITY OF MUNTINLUPA,Alabang,PH137603001
599,Starmall Alabang,,14.416748,121.046814,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",CITY OF MANDALUYONG,Wack-wack Greenhills,PH137401027
600,Starmall Azienda,Vista Land & Lifescapes,14.5828443,121.0539634,,Wikipedia,Google Maps,16/02/2020,REGION VII (CENTRAL VISAYAS),CEBU,CEBU CITY (Capital),Mambaling,PH072217049
601,Starmall EDSA Shaw,Vista Land,14.58327,121.0535911,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, FOURTH DISTRICT (Not a Province)",TAGUIG CITY,Western Bicutan,PH137607018
602,Starmall San Jose del Monte,Vista Land & Lifescapes,14.8133,121.072382,,Wikipedia,Google Maps,16/02/2020,REGION III (CENTRAL LUZON),BULACAN,CITY OF SAN JOSE DEL MONTE,Santo Cristo,PH031420009
603,Stern Mall,,17.18357166,120.444657,162064647,OpenStreetMap,OpenStreetMap,2/5/2020,REGION I (ILOCOS REGION),ILOCOS SUR,CITY OF CANDON,San Nicolas,PH012906040
604,Sun Mall,,14.6179669,121.0011533,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",QUIAPO,Barangay 308,PH133903017
605,Sunscor Grocerama,Sunscor Realty Corp.,7.0146369,125.497824,,Wikipedia,Google Maps,16/02/2020,REGION XI (DAVAO REGION),DAVAO DEL SUR,DAVAO CITY,Barangay 20-B (Pob.),PH112402153
606,Sunshine Boulevard Plaza,,14.637471,121.0279106,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Ugong Norte,PH137404126
607,Sunshine Mall Taguig,,14.60329,121.0071,608wdw51-8ad3ff09774647039e2a6f66c111fd53,Here WeGo,Here WeGo,5/2/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SAMPALOC,Barangay 570,PH133906176
608,Sunshine Plaza Mall,,14.5061403,121.0410952,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)",SANTA ANA,Barangay 893,PH133914086
609,Sunsonic Electronics Plaza,,14.6015702,120.9843609,,Wikipedia,Google Maps,16/02/2020,NATIONAL CAPITAL REGION (NCR),"NCR, SECOND DISTRICT (Not a Province)",QUEZON CITY,Bagumbayan,PH137404011
